country,country_code,year,fertility_rate,inflation,unemployment_total,female_labor_force_participation,gdp_per_capita,marriage_rate,income_share_top10,wealth_share_top10,income_wealth_ratio,income_level,region_tag,country_group,marriage_rate_imputed,has_outlier
Netherlands,NLD,2000,1.72,2.36052233801958,2.725,58.952,31894.6590915933,5.5,0.2784,0.5511,0.5051714752313554,High income,Western Europe,developed,original,False
Netherlands,NLD,2001,1.71,4.15584127195612,2.119,59.537,33259.4535966288,5.0,0.2875,0.538,0.5343866171003717,High income,Western Europe,developed,original,False
Netherlands,NLD,2002,1.73,3.28753104712766,2.554,59.843,34568.4593268108,5.2,0.2871,0.522,0.55,High income,Western Europe,developed,original,False
Netherlands,NLD,2003,1.75,2.09199838997655,3.593,59.915,34286.3833524783,4.9,0.289,0.5171,0.5588860955327789,High income,Western Europe,developed,original,False
Netherlands,NLD,2004,1.72,1.26364739183177,4.646,59.759,35960.7138360683,4.4,0.294,0.5218,0.5634342660022996,High income,Western Europe,developed,original,False
Netherlands,NLD,2005,1.71,1.6881301786962,5.872,59.523,37778.4864360065,4.4,0.2972,0.5154,0.5766395032984091,High income,Western Europe,developed,original,False
Netherlands,NLD,2006,1.72,1.10150106517709,5.007,59.755,41208.0462204734,4.4,0.2963,0.5188,0.5711256746337702,High income,Western Europe,developed,original,False
Netherlands,NLD,2007,1.72,1.61385859802102,4.153,59.953,44203.4002135804,4.3,0.3102,0.5118,0.6060961313012895,High income,Western Europe,developed,original,False
Netherlands,NLD,2008,1.77,2.48650198289457,3.658,60.233,46714.3454301392,4.5,0.2855,0.5012,0.569632881085395,High income,Western Europe,developed,original,False
Netherlands,NLD,2009,1.79,1.18977687021548,4.352,60.136,44959.169463743,4.4,0.2865,0.5085000000000001,0.5634218289085544,High income,Western Europe,developed,original,False
Netherlands,NLD,2010,1.79,1.27530569556679,4.991,60.276,45301.269581608,4.5,0.2917,0.508,0.5742125984251969,High income,Western Europe,developed,original,False
Netherlands,NLD,2011,1.76,2.34107017751373,4.977,60.534,47004.1370739062,4.3,0.2894,0.4949,0.5847645989088704,High income,Western Europe,developed,original,False
Netherlands,NLD,2012,1.72,2.45554765291614,5.821,61.08,47653.3401651371,4.2,0.2925,0.5003000000000001,0.5846492104737157,High income,Western Europe,developed,original,False
Netherlands,NLD,2013,1.68,2.50689852657875,7.241,61.038,49622.0519614799,3.8,0.2843,0.5189,0.547889766814415,High income,Western Europe,developed,original,False
Netherlands,NLD,2014,1.71,0.976035079699679,7.419,60.271,49751.3092860822,3.9,0.2927,0.501,0.5842315369261477,High income,Western Europe,developed,original,False
Netherlands,NLD,2015,1.66,0.600248147278776,6.872,60.755,50956.6930942185,3.8,0.2925,0.4951,0.5907897394465764,High income,Western Europe,developed,original,False
Netherlands,NLD,2016,1.66,0.316666666666652,6.007,60.816,53162.2791598028,3.8,0.2922,0.4827,0.6053449347420758,High income,Western Europe,developed,original,False
Netherlands,NLD,2017,1.62,1.38145871407216,4.837,60.887,56037.567993606,3.8,0.2988,0.5021,0.5951005775741884,High income,Western Europe,developed,original,False
Netherlands,NLD,2018,1.59,1.70349794744479,3.832,61.139,58819.2609142584,3.7,0.2957,0.4666,0.633733390484355,High income,Western Europe,developed,original,False
Netherlands,NLD,2019,1.57,2.63369910249591,3.379,61.656,62345.2538465433,3.7,0.2937,0.454,0.6469162995594714,High income,Western Europe,developed,original,False
Netherlands,NLD,2020,1.54,1.27246037789161,3.82,61.776,62596.6302027524,2.9,0.2937,0.4533,0.6479152878888155,High income,Western Europe,developed,original,False
Netherlands,NLD,2021,1.62,2.67572008805385,4.209,61.894,68573.5648786446,3.2,0.2965,0.4548,0.6519349164467898,High income,Western Europe,developed,original,False
Netherlands,NLD,2022,1.49,10.0012078753473,3.526,62.565,78630.3599072098,4.0,0.2998,0.4542,0.6600616468516073,High income,Western Europe,developed,original,False
Netherlands,NLD,2023,1.43,3.83839354342808,3.535,63.079,81728.6904629268,4.3,0.304,0.4548,0.6684256816182937,High income,Western Europe,developed,median,False
Netherlands,NLD,2024,1.43,3.34754304219953,3.7,62.882,86173.6290841738,4.3,0.304,0.4553,0.6676916318910608,High income,Western Europe,developed,median,False
Norway,NOR,2000,1.85,3.08550609131279,3.458,61.266,36994.405804639,5.0,0.3265,0.512,0.6376953125,High income,Northern Europe,developed,original,False
Norway,NOR,2001,1.78,3.00419703998233,3.738,61.699,37829.4559680622,4.4,0.3024,0.5086,0.5945733385764844,High income,Northern Europe,developed,original,False
Norway,NOR,2002,1.75,1.28672528415184,4.022,62.262,38056.2404278106,4.5,0.3068,0.5091,0.6026320958554312,High income,Northern Europe,developed,original,False
Norway,NOR,2003,1.8,2.48782553461781,4.221,62.565,38679.7805951741,4.9,0.3125,0.51,0.6127450980392157,High income,Northern Europe,developed,original,False
Norway,NOR,2004,1.83,0.454498502220863,4.256,63.079,42667.2192035819,4.1,0.3297,0.513,0.6426900584795321,High income,Northern Europe,developed,original,False
Norway,NOR,2005,1.84,1.53213367609249,4.381,63.318,47966.8640112608,4.8,0.3772,0.5278,0.7146646456991284,High income,Northern Europe,developed,original,False
Norway,NOR,2006,1.9,2.3293498075755,3.397,64.012,54357.5748137787,4.7,0.3353,0.5144000000000001,0.6518273716951787,High income,Northern Europe,developed,original,False
Norway,NOR,2007,1.9,0.712589073634201,2.493,64.497,56179.2578866296,5.0,0.3378,0.5146000000000001,0.6564321803342401,High income,Northern Europe,developed,original,False
Norway,NOR,2008,1.96,3.75393081761005,2.521,64.55,62072.7539854909,5.3,0.3429,0.5156000000000001,0.6650504266873545,High income,Northern Europe,developed,original,False
Norway,NOR,2009,1.98,2.19738586853568,3.1,64.319,55647.6147943451,5.0,0.3106,0.5096,0.6094976452119308,High income,Northern Europe,developed,original,False
Norway,NOR,2010,1.95,2.41890639481003,3.527,63.773,58213.1333665855,4.8,0.3267,0.5121,0.6379613356766256,High income,Northern Europe,developed,original,False
Norway,NOR,2011,1.88,1.2849515880916,3.196,63.764,62460.0908157002,4.6,0.3292,0.505,0.6518811881188119,High income,Northern Europe,developed,original,False
Norway,NOR,2012,1.85,0.696864111498263,3.129,63.542,65774.3520746224,4.8,0.3313,0.4879,0.6790325886452141,High income,Northern Europe,developed,original,False
Norway,NOR,2013,1.78,2.12048620353112,3.425,63.593,67377.9262258772,4.7,0.3255,0.4908,0.66320293398533,High income,Northern Europe,developed,original,False
Norway,NOR,2014,1.75,2.04170286707211,3.486,63.176,66332.4614374198,4.6,0.3234,0.4844,0.6676300578034683,High income,Northern Europe,developed,original,False
Norway,NOR,2015,1.72,2.17113665389527,4.296,63.205,60737.8868132779,4.5,0.3076,0.4906,0.6269873624133714,High income,Northern Europe,developed,original,False
Norway,NOR,2016,1.71,3.55000000000007,4.68,62.972,59280.1992028829,4.5,0.3064,0.4918,0.6230174867832452,High income,Northern Europe,developed,original,False
Norway,NOR,2017,1.62,1.87510059552545,4.164,62.638,64589.5559196863,4.4,0.3096,0.5007,0.6183343319352905,High income,Northern Europe,developed,original,False
Norway,NOR,2018,1.56,2.76483134528797,3.801,62.625,70253.8463693386,4.3,0.3202,0.5114000000000001,0.6261243644896362,High income,Northern Europe,developed,original,False
Norway,NOR,2019,1.53,2.16773003305411,3.684,62.64,70939.605518036,4.0,0.3023,0.5303,0.5700546860267773,High income,Northern Europe,developed,original,False
Norway,NOR,2020,1.48,1.28658490707996,4.424,62.481,67110.6045705502,3.3,0.3023,0.5252,0.5755902513328256,High income,Northern Europe,developed,original,False
Norway,NOR,2021,1.55,3.48388055266669,4.359,62.182,88984.1386736515,2.96,0.3029,0.5286000000000001,0.5730230798335224,High income,Northern Europe,developed,original,False
Norway,NOR,2022,1.41,5.76412317852272,3.231,62.358,125489.548935602,3.8,0.3065,0.5299,0.5784110209473485,High income,Northern Europe,developed,original,True
Norway,NOR,2023,1.4,5.51784987104659,3.574,62.371,103637.516843678,4.6,0.3064,0.526,0.5825095057034221,High income,Northern Europe,developed,median,True
Norway,NOR,2024,1.45,3.14530134431081,4.0,62.292,102037.526800237,4.6,0.3064,0.527,0.581404174573055,High income,Northern Europe,developed,median,True
New Zealand,NZL,2000,1.98,2.6152344624632,6.13,56.721,21500.1531078077,5.35,0.3717,0.5767,0.6445292179642795,High income,Oceania,developed,original,False
New Zealand,NZL,2001,1.97,2.62581630392903,5.433,57.605,22511.0906735294,5.14,0.3824,0.5788,0.6606772633033864,High income,Oceania,developed,original,False
New Zealand,NZL,2002,1.89,2.67709257711605,5.282,58.305,23306.2795376277,5.24,0.371,0.5766,0.6434269857787027,High income,Oceania,developed,original,False
New Zealand,NZL,2003,1.93,1.75357444759557,4.745,58.614,23996.4486751857,5.32,0.3711,0.5770000000000001,0.6431542461005199,High income,Oceania,developed,original,False
New Zealand,NZL,2004,1.98,2.29024902847571,4.005,59.107,25123.9162365879,5.14,0.4091,0.5834,0.7012341446691807,High income,Oceania,developed,original,False
New Zealand,NZL,2005,1.97,3.03702332617012,3.807,60.095,25677.4190803252,5.01,0.3673,0.5760000000000001,0.6376736111111111,High income,Oceania,developed,original,False
New Zealand,NZL,2006,2.01,3.36540196171993,3.857,60.655,27732.3439124039,5.21,0.3177,0.5652,0.5621019108280254,High income,Oceania,developed,original,False
New Zealand,NZL,2007,2.18,2.37614310290659,3.661,61.148,29331.2143367859,5.16,0.3273,0.5683,0.5759282069329579,High income,Oceania,developed,original,False
New Zealand,NZL,2008,2.19,3.9589493731206,4.167,61.45,29895.6451662949,5.23,0.3482,0.5751000000000001,0.6054599200139106,High income,Oceania,developed,original,False
New Zealand,NZL,2009,2.13,2.1156511055456,6.121,61.519,30746.1551656083,5.09,0.3773,0.5804,0.6500689179875948,High income,Oceania,developed,original,False
New Zealand,NZL,2010,2.17,2.30202385958572,6.557,61.387,31305.3299504124,4.87,0.4126,0.5867,0.7032554968467701,High income,Oceania,developed,original,False
New Zealand,NZL,2011,2.09,4.0279066739204,6.491,61.873,32738.9884445601,4.68,0.3869,0.5834,0.6631813507027768,High income,Oceania,developed,original,False
New Zealand,NZL,2012,2.1,1.05991318445632,6.931,62.023,33054.8936751088,4.72,0.345,0.5731,0.6019891816436921,High income,Oceania,developed,original,False
New Zealand,NZL,2013,2.01,1.13442266445817,5.839,61.923,36262.704728265,4.35,0.3379,0.5701,0.5927030345553411,High income,Oceania,developed,original,False
New Zealand,NZL,2014,1.92,1.227507505974,5.428,62.829,37331.3155732447,4.44,0.3347,0.5693,0.5879149833128403,High income,Oceania,developed,original,False
New Zealand,NZL,2015,1.99,0.292704628136101,5.415,62.855,37513.2963872442,4.277719407337521,0.3316,0.5691,0.5826743981725531,High income,Oceania,developed,original,False
New Zealand,NZL,2016,1.87,0.646240284454524,5.147,64.048,39988.9250855472,4.2442738484772216,0.3284,0.5678000000000001,0.5783726664318422,High income,Oceania,developed,original,False
New Zealand,NZL,2017,1.81,1.85078767452536,4.736,64.928,42243.5084459397,4.256610762424118,0.3316,0.5689000000000001,0.5828792406398312,High income,Oceania,developed,original,False
New Zealand,NZL,2018,1.71,1.59829703801696,4.335,65.221,42527.2784103301,4.2396583825791305,0.3187,0.5669000000000001,0.5621802787087669,High income,Oceania,developed,original,False
New Zealand,NZL,2019,1.72,1.61963190184048,4.109,65.314,45278.4587226734,3.783628283469566,0.3397,0.5696,0.5963834269662921,High income,Oceania,developed,original,False
New Zealand,NZL,2020,1.62,1.71456170007245,4.595,64.693,45513.3123768343,3.285876547078176,0.3619,0.5758,0.6285168461271275,High income,Oceania,developed,original,False
New Zealand,NZL,2021,1.65,3.94112060778728,3.776,65.596,48248.7176729892,3.06,0.3815,0.5785,0.6594641313742438,High income,Oceania,developed,original,False
New Zealand,NZL,2022,1.67,7.17222476016441,3.299,66.366,54033.9130125651,3.68,0.35,0.5699000000000001,0.6141428320758027,High income,Oceania,developed,original,False
New Zealand,NZL,2023,1.57,5.73316283034957,3.734,66.922,54697.382252318,4.72,0.35,0.5698,0.6142506142506142,High income,Oceania,developed,median,False
New Zealand,NZL,2024,1.57,2.92279782301957,4.724,66.255,55551.143658637,4.72,0.35,0.5706,0.6133894146512443,High income,Oceania,developed,median,False
Poland,POL,2000,1.37,9.90017538843065,14.928,48.629,10721.2034293332,5.5,0.3326,0.6003000000000001,0.5540563051807429,High income,Eastern Europe,transition,original,False
Poland,POL,2001,1.31,5.4083354556615,18.435,49.542,11175.2853656421,5.1,0.3327,0.6005,0.554038301415487,High income,Eastern Europe,transition,original,False
Poland,POL,2002,1.25,1.90528215048054,20.211,48.686,11841.2684087721,5.0,0.343,0.6023000000000001,0.5694836460235763,High income,Eastern Europe,transition,original,True
Poland,POL,2003,1.22,0.682701375787632,19.899,48.245,12328.9011615853,5.1,0.3512,0.6052000000000001,0.5803040317250495,High income,Eastern Europe,transition,original,True
Poland,POL,2004,1.23,3.38264681884699,18.822,47.719,13413.0543202274,5.0,0.3639,0.6098,0.5967530337815677,High income,Eastern Europe,transition,original,False
Poland,POL,2005,1.24,2.18379872390251,17.592,47.653,13935.5573148214,5.4,0.3622,0.6099,0.5938678471880636,High income,Eastern Europe,transition,original,False
Poland,POL,2006,1.27,1.28469394366416,13.794,46.917,15204.8809890545,5.9,0.3705,0.6113000000000001,0.6060853917879927,High income,Eastern Europe,transition,original,False
Poland,POL,2007,1.31,2.4587431238539,9.551,46.706,16833.2346946924,6.5,0.3719,0.6112000000000001,0.6084751308900523,High income,Eastern Europe,transition,original,False
Poland,POL,2008,1.39,4.16497193524779,7.069,47.117,18372.37645483,6.8,0.3782,0.6128,0.6171671018276762,High income,Eastern Europe,transition,original,False
Poland,POL,2009,1.4,3.79539242483399,8.131,47.813,19300.1669900632,6.6,0.3644,0.61,0.5973770491803279,High income,Eastern Europe,transition,original,False
Poland,POL,2010,1.41,2.58069370250548,9.578,48.879,20990.9122325468,6.0,0.3662,0.6103000000000001,0.6000327707684745,High income,Eastern Europe,transition,original,False
Poland,POL,2011,1.33,4.23940149625932,9.576,48.967,22808.5055268899,5.4,0.3698,0.6111,0.6051382752413681,High income,Eastern Europe,transition,original,False
Poland,POL,2012,1.33,3.56037151702793,10.031,49.354,23728.1456821435,5.4,0.3674,0.6107,0.6016047158997871,High income,Eastern Europe,transition,original,False
Poland,POL,2013,1.29,0.991982606332335,10.293,49.227,24433.8914344877,4.7,0.3659,0.6105,0.5993447993447993,High income,Eastern Europe,transition,original,False
Poland,POL,2014,1.32,0.0538213132399802,8.971,49.534,25459.7392273761,5.0,0.3726,0.6118,0.6090225563909775,High income,Eastern Europe,transition,original,False
Poland,POL,2015,1.32,-0.874125874125862,7.475,49.527,26988.1069013509,5.0,0.3778,0.6188,0.6105365223012282,High income,Eastern Europe,transition,original,False
Poland,POL,2016,1.39,-0.664767331433962,6.141,49.64,28359.6927346266,5.1,0.3743,0.6161,0.6075312449277716,High income,Eastern Europe,transition,original,False
Poland,POL,2017,1.48,2.07593553673859,4.867,49.757,30170.2818974087,5.1,0.371,0.6152000000000001,0.6030559167750325,High income,Eastern Europe,transition,original,False
Poland,POL,2018,1.46,1.81295156542689,3.835,49.857,32345.1066076225,5.1,0.3745,0.616,0.6079545454545454,High income,Eastern Europe,transition,original,False
Poland,POL,2019,1.44,2.22747880938291,3.267,49.596,35882.3655065553,4.8,0.377,0.6166,0.6114174505351929,High income,Eastern Europe,transition,original,False
Poland,POL,2020,1.39,3.37446972618589,3.155,49.333,37089.3004256812,3.8,0.377,0.6166,0.6114174505351929,High income,Eastern Europe,transition,original,False
Poland,POL,2021,1.33,5.05502704719272,3.268,50.969,41059.5847829682,4.5,0.3774,0.6167,0.6119669207069888,High income,Eastern Europe,transition,original,False
Poland,POL,2022,1.29,14.4294507575758,2.811,51.594,46777.5524519162,4.2,0.377,0.6166,0.6114174505351929,High income,Eastern Europe,transition,original,False
Poland,POL,2023,1.2,11.5289127961105,2.743,52.209,48473.0940286419,5.1,0.3769,0.6166,0.6112552708400908,High income,Eastern Europe,transition,median,False
Poland,POL,2024,1.14,3.79060897630197,2.807,51.913,51262.5105756884,5.1,0.3769,0.6165,0.6113544201135441,High income,Eastern Europe,transition,median,False
Portugal,PRT,2000,1.55,2.85303039287157,3.806,52.728,18883.1145969452,6.2,0.3745,0.5871000000000001,0.6378811105433486,High income,Southern Europe,special_case,original,False
Portugal,PRT,2001,1.45,4.36990330551793,3.829,53.478,19528.5826120827,5.6,0.3938,0.5905,0.6668924640135477,High income,Southern Europe,special_case,original,False
Portugal,PRT,2002,1.46,3.60034658290914,4.497,54.08,20356.647299736,5.4,0.3807,0.5874,0.6481103166496425,High income,Southern Europe,special_case,original,False
Portugal,PRT,2003,1.44,3.21899090682895,6.132,54.783,20849.5943833375,5.1,0.3752,0.5863,0.6399454204332252,High income,Southern Europe,special_case,original,False
Portugal,PRT,2004,1.4,2.36536204097302,6.319,54.28,21475.5711021267,4.7,0.3937,0.5897,0.6676276072579278,High income,Southern Europe,special_case,original,False
Portugal,PRT,2005,1.41,2.27716394887834,7.582,55.269,22725.2774946084,4.6,0.3879,0.5888,0.6587975543478262,High income,Southern Europe,special_case,original,False
Portugal,PRT,2006,1.37,3.1076654587105,7.649,55.517,24677.2834629922,4.5,0.3962,0.5898,0.6717531366564937,High income,Southern Europe,special_case,original,False
Portugal,PRT,2007,1.35,2.45396528138743,7.965,55.919,25738.0214895961,4.4,0.3954,0.5898,0.6703967446592065,High income,Southern Europe,special_case,original,False
Portugal,PRT,2008,1.39,2.58850657657959,7.553,55.787,26665.8372952939,4.1,0.3806,0.5888,0.6463994565217391,High income,Southern Europe,special_case,original,False
Portugal,PRT,2009,1.34,-0.835530021504157,9.432,55.59,26471.9079607159,3.8,0.3747,0.5861000000000001,0.6393106978331342,High income,Southern Europe,special_case,original,False
Portugal,PRT,2010,1.39,1.40257289895369,10.771,55.835,27292.0819531528,3.8,0.3794,0.5870000000000001,0.6463373083475298,High income,Southern Europe,special_case,original,False
Portugal,PRT,2011,1.35,3.65301100430724,12.715,54.621,26803.2336904645,3.4,0.3827,0.5924,0.6460162052667117,High income,Southern Europe,special_case,original,False
Portugal,PRT,2012,1.28,2.77333854051586,15.509,54.674,26476.2182777269,3.3,0.3667,0.5937,0.6176520128010781,High income,Southern Europe,special_case,original,False
Portugal,PRT,2013,1.21,0.274416666666663,16.237,54.157,27966.0874254705,3.1,0.3725,0.596,0.625,High income,Southern Europe,special_case,original,False
Portugal,PRT,2014,1.24,-0.278153367467428,13.88,53.777,28764.5254955042,3.0,0.3732,0.5933,0.6290241024776672,High income,Southern Europe,special_case,original,False
Portugal,PRT,2015,1.31,0.48793862390472,12.405,53.7,29608.0071513956,3.1,0.3717,0.5942000000000001,0.6255469538875799,High income,Southern Europe,special_case,original,False
Portugal,PRT,2016,1.37,0.607397074641719,11.058,53.484,31589.2695609552,3.1,0.373,0.5966,0.6252095206168287,High income,Southern Europe,special_case,original,False
Portugal,PRT,2017,1.38,1.36861411643472,8.878,54.028,32970.8395386562,3.3,0.3764,0.6087,0.6183670116642024,High income,Southern Europe,special_case,original,False
Portugal,PRT,2018,1.42,0.993715683468326,6.966,54.337,34896.7993382974,3.4,0.3674,0.6046,0.6076744955342375,High income,Southern Europe,special_case,original,False
Portugal,PRT,2019,1.44,0.338178410046034,6.422,54.511,37865.5603564295,3.2,0.3584,0.6016,0.5957446808510638,High income,Southern Europe,special_case,original,False
Portugal,PRT,2020,1.42,-0.0124383299575305,6.85,53.157,35966.712796561,1.8,0.3584,0.6011000000000001,0.5962402262518715,High income,Southern Europe,special_case,original,False
Portugal,PRT,2021,1.35,1.26565719069044,6.712,52.886,38657.6677223425,2.8,0.3544,0.6005,0.5901748542880932,High income,Southern Europe,special_case,original,False
Portugal,PRT,2022,1.43,7.83269124233323,6.138,53.799,45250.0148759865,3.5,0.3544,0.5998,0.590863621207069,High income,Southern Europe,special_case,original,False
Portugal,PRT,2023,1.45,4.31128191898672,6.498,54.719,49352.8388613032,3.878,0.3545,0.5996,0.5912274849899932,High income,Southern Europe,special_case,mean,False
Portugal,PRT,2024,1.41,2.41613187791884,6.5,54.888,51679.8883807527,3.878,0.3545,0.5998,0.5910303434478159,High income,Southern Europe,special_case,mean,False
Slovak Republic,SVK,2000,1.3,12.0357805974299,18.546,52.588,11369.9916167703,4.8,0.2789,0.4181,0.6670652953838794,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2001,1.2,7.3296201911553,19.148,52.965,12367.3391520167,4.4,0.2951,0.4189,0.7044640725710193,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2002,1.19,3.12714222984608,18.541,52.531,13291.7864712556,4.7,0.2966,0.419,0.7078758949880668,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2003,1.2,8.55414305406645,17.549,52.907,14088.2610150529,4.8,0.2898,0.4185,0.6924731182795699,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2004,1.25,7.54850088183423,18.206,52.467,15165.8836134619,5.2,0.3116,0.4204,0.7411988582302569,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2005,1.27,2.70908494588384,16.276,51.177,16570.2574196157,4.9,0.3079,0.4201,0.7329207331587718,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2006,1.25,4.48333120449611,13.395,50.548,18905.7195772335,4.8,0.3116,0.4203,0.74137520818463,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2007,1.27,2.7567237163814,11.16,50.327,21232.2703380662,5.1,0.3081,0.4199,0.7337461300309597,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2008,1.34,4.59817976325028,9.514,50.757,23714.1353570991,5.3,0.2998,0.4191,0.7153424003817705,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2009,1.44,1.61510464058238,12.023,50.051,23077.3712084636,4.9,0.2986,0.4191,0.7124791219279408,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2010,1.43,0.957018132975143,14.387,50.554,25381.7112298749,4.7,0.3207,0.4211,0.7615768226074566,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2011,1.45,3.9192859914629,13.634,50.155,26201.6502820886,4.7,0.3038,0.4259,0.7133129842686077,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2012,1.34,3.6061026352289,13.966,50.648,27022.7747321382,4.8,0.2979,0.4424,0.6733725135623869,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2013,1.34,1.40047368963025,14.226,50.988,28075.4326236719,4.7,0.3285,0.46,0.7141304347826087,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2014,1.37,-0.0761653295419871,11.536,52.008,29108.072180194,4.9,0.3017,0.4743,0.6360952983343876,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2015,1.4,-0.325219777427673,11.492,51.931,30147.9903672541,5.3,0.317,0.485,0.6536082474226804,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2016,1.48,-0.520010196278266,9.679,52.511,29867.9803390081,5.5,0.2947,0.4861,0.6062538572310225,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2017,1.52,1.31194588223228,8.142,52.626,30245.7825869756,5.8,0.2747,0.4919,0.5584468387883716,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2018,1.54,2.51403712883812,6.544,52.241,31509.8187291635,5.7,0.275,0.4922,0.5587159691182446,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2019,1.57,2.66456133425431,5.761,52.171,33985.6758419661,5.4,0.2678,0.4943,0.5417762492413514,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2020,1.59,1.93694126694223,6.719,51.796,35327.9439165588,4.4,0.2678,0.4936,0.5425445705024311,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2021,1.63,3.14960629921268,6.894,54.62,38346.0935768177,4.8,0.2678,0.4944,0.5416666666666666,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2022,1.57,12.7741463637611,6.143,55.692,41562.1497793913,5.4,0.2678,0.4937,0.5424346769293092,High income,Eastern Europe,transition,original,False
Slovak Republic,SVK,2023,1.49,10.5319476645211,5.843,55.698,45973.9406902991,4.9,0.2678,0.4937,0.5424346769293092,High income,Eastern Europe,transition,median,False
Slovak Republic,SVK,2024,1.46,2.75760909424272,5.3,55.464,48132.356430543,4.9,0.2678,0.4940000000000001,0.5421052631578945,High income,Eastern Europe,transition,median,False
Slovenia,SVN,2000,1.26,8.91174418658769,6.918,51.294,17891.5856596003,3.6,0.29,0.4797,0.6045445069835313,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2001,1.21,8.37966587492204,5.682,51.133,18763.4715912597,3.5,0.2867,0.4796,0.597789824854045,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2002,1.21,7.48077770703754,5.922,51.932,20004.2990959715,3.5,0.2923,0.4798,0.6092121717382243,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2003,1.2,5.54416421752901,6.479,50.437,20915.5593835145,3.4,0.3014,0.4804,0.6273938384679434,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2004,1.25,3.59297594249509,6.012,52.836,22587.7819716494,3.3,0.3018,0.4805,0.6280957336108222,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2005,1.26,2.45150132316475,6.506,52.815,23682.3710849153,2.9,0.3027,0.4806,0.6298377028714107,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2006,1.31,2.45792444195865,5.95,53.218,25571.066947369,3.2,0.3031,0.4806,0.6306699958385351,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2007,1.38,3.65749563284099,4.818,53.514,27468.038850682,3.2,0.3037,0.4806,0.6319184352892219,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2008,1.53,5.64742380573935,4.371,53.631,29460.9414243515,3.3,0.3041,0.4806,0.6327507282563462,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2009,1.53,0.839262246793887,5.858,53.514,27228.6387025436,3.2,0.2978,0.4802,0.620158267388588,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2010,1.57,1.80117022137134,7.236,53.142,27579.428605763,3.2,0.2985,0.4803,0.6214865708931917,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2011,1.56,1.8028517194191,8.166,52.351,28715.6339954963,3.2,0.2926,0.503,0.5817097415506959,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2012,1.58,2.59741386039003,8.841,52.321,28786.7105517686,3.4,0.2947,0.5289,0.5571941765929287,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2013,1.55,1.76920085881907,10.103,51.929,29634.0657611471,3.0,0.293,0.5503,0.5324368526258404,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2014,1.58,0.19934382657075,9.668,52.531,30571.9753019832,3.2,0.2996,0.5668000000000001,0.5285815102328862,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2015,1.57,-0.525552285820877,8.962,52.275,31336.2043858881,3.1,0.2902,0.5660000000000001,0.5127208480565371,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2016,1.58,-0.054999541670474,8.0,52.113,33575.1775435757,3.2,0.2939,0.5695,0.5160667251975417,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2017,1.62,1.42910743319306,6.564,53.539,36180.0384547624,3.1,0.2947,0.5718,0.5153899965022736,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2018,1.6,1.7386086198818,5.108,53.719,38620.2045436305,3.5,0.296,0.5719000000000001,0.5175730022731245,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2019,1.61,1.63052260754344,4.446,53.382,42373.2506369279,3.2,0.2957,0.5718,0.5171388597411682,High income,Eastern Europe,transition,original,False
Slovenia,SVN,2020,1.59,-0.05485681576061,4.971,53.105,41767.2579899957,2.5,0.2957,0.5718,0.5171388597411682,High income,Eastern Europe,transition,original,False
