country,country_code,year,fertility_rate,inflation,unemployment_total,female_labor_force_participation,gdp_per_capita,marriage_rate,income_share_top10,wealth_share_top10,income_wealth_ratio,income_level,region_tag,country_group,marriage_rate_imputed,has_outlier
Ireland,IRL,2006,1.91,3.93576114001354,4.355,55.735,44222.6536034198,5.2,0.3749,0.7024,0.5337414578587699,High income,Western Europe,developed,original,False
Ireland,IRL,2007,2.01,4.88574537540802,4.98,56.969,46782.3762067243,5.2,0.3598,0.6994,0.5144409493851873,High income,Western Europe,developed,original,False
Ireland,IRL,2008,2.06,4.03568834941391,6.774,56.827,44169.0943411644,4.9,0.3223,0.6967,0.4626094445241854,High income,Western Europe,developed,original,False
Ireland,IRL,2009,2.06,-4.44754686876746,12.609,56.102,41491.4741532831,4.8,0.3251,0.6925,0.4694584837545126,High income,Western Europe,developed,original,False
Ireland,IRL,2010,2.05,-0.918388645376774,14.534,55.247,43212.2040003212,4.5,0.3231,0.6967,0.4637577149418688,High income,Western Europe,developed,original,False
Ireland,IRL,2011,2.03,2.5489783020855,15.354,54.93,45525.7181239042,4.3,0.3317,0.7003,0.4736541482221905,High income,Western Europe,developed,original,False
Ireland,IRL,2012,1.98,1.69474116680366,15.451,54.719,46726.2157665366,4.5,0.3079,0.6985,0.4408017179670723,High income,Western Europe,developed,original,False
Ireland,IRL,2013,1.93,0.515099484900573,13.735,55.227,48838.7719825525,4.5,0.3237,0.7004,0.462164477441462,High income,Western Europe,developed,original,False
Ireland,IRL,2014,1.89,0.190916398713745,11.858,54.884,52640.7843918553,4.7,0.3284,0.7227,0.4544070845440708,High income,Western Europe,developed,original,False
Ireland,IRL,2015,1.85,-0.330959783371788,9.908,54.809,71588.2656638378,4.7,0.3526,0.7142000000000001,0.4936992439092691,High income,Western Europe,developed,original,False
Ireland,IRL,2016,1.81,0.0201247735963237,8.374,55.533,73012.8198720374,4.8,0.3607,0.6906,0.5222994497538372,High income,Western Europe,developed,original,False
Ireland,IRL,2017,1.76,0.362173038229378,6.713,55.589,80450.3529336506,4.6,0.3476,0.6818000000000001,0.5098269287180991,High income,Western Europe,developed,original,False
Ireland,IRL,2018,1.74,0.471130713712916,5.741,55.999,86299.3420216976,4.3,0.362,0.6638000000000001,0.5453449834287435,High income,Western Europe,developed,original,False
Ireland,IRL,2019,1.69,0.937842961189274,4.95,56.207,92022.59879983,4.1,0.3685,0.6644,0.554635761589404,High income,Western Europe,developed,original,False
Ireland,IRL,2020,1.6,-0.326183651280033,5.623,55.055,97799.9225748607,1.9,0.3685,0.6634,0.5554718118782032,High income,Western Europe,developed,original,True
Ireland,IRL,2021,1.72,2.34034113447044,6.357,57.851,116903.61243517,3.3,0.3691,0.6643,0.5556224597320487,High income,Western Europe,developed,original,True
Ireland,IRL,2022,1.51,7.82945736434105,4.465,59.114,138522.517800204,4.75,0.3694,0.6663,0.5544049227074891,High income,Western Europe,developed,median,True
Ireland,IRL,2023,1.5,6.29942487419125,4.243,60.155,129682.607150517,4.75,0.3687,0.6588,0.5596539162112932,High income,Western Europe,developed,median,True
Ireland,IRL,2024,1.47,2.11344999577317,4.3,59.838,133437.470117019,4.75,0.3687,0.6628000000000001,0.5562764031382016,High income,Western Europe,developed,median,True
Italy,ITA,2000,1.26,2.53768532095002,10.834,35.396,27152.1544907116,5.0,0.3092,0.4725,0.6543915343915344,High income,Southern Europe,special_case,original,False
Italy,ITA,2001,1.25,2.78516542713554,9.599,35.863,28134.0572858014,4.6,0.313,0.5279,0.5929153248721348,High income,Southern Europe,special_case,original,False
Italy,ITA,2002,1.27,2.46532319171165,9.211,36.326,28833.0217903129,4.7,0.3086,0.5840000000000001,0.5284246575342465,High income,Southern Europe,special_case,original,False
Italy,ITA,2003,1.29,2.6725555277285,8.869,36.803,29249.1801358747,4.6,0.3086,0.5891000000000001,0.5238499405873366,High income,Southern Europe,special_case,original,False
Italy,ITA,2004,1.34,2.20673661423657,7.866,38.128,29580.8439042327,4.3,0.3075,0.5977,0.51447214321566,High income,Southern Europe,special_case,original,False
Italy,ITA,2005,1.33,1.9852929852798,7.73,37.755,30137.8180374437,4.3,0.3066,0.5749000000000001,0.5333101408940685,High income,Southern Europe,special_case,original,False
Italy,ITA,2006,1.37,2.09084391012754,6.777,37.888,32453.6488675587,4.2,0.3086,0.5546,0.556437071763433,High income,Southern Europe,special_case,original,False
Italy,ITA,2007,1.39,1.82974112202403,6.076,37.675,34107.5078152619,4.3,0.3104,0.5498000000000001,0.5645689341578756,High income,Southern Europe,special_case,original,False
Italy,ITA,2008,1.44,3.34783258401022,6.723,38.396,35422.3424391113,4.2,0.3072,0.5461,0.5625343343709942,High income,Southern Europe,special_case,original,False
Italy,ITA,2009,1.44,0.774768131387381,7.749,37.951,34501.7122743906,3.9,0.3042,0.5564,0.5467289719626168,High income,Southern Europe,special_case,original,False
Italy,ITA,2010,1.44,1.52551602118248,8.363,37.881,34974.1045135807,3.7,0.3089,0.5740000000000001,0.5381533101045296,High income,Southern Europe,special_case,original,False
Italy,ITA,2011,1.42,2.78063272879323,8.359,38.069,36392.2827759493,3.4,0.3129,0.5807,0.5388324436025487,High income,Southern Europe,special_case,original,False
Italy,ITA,2012,1.42,3.04136333226775,10.655,39.368,36281.1014243506,3.5,0.3116,0.5948,0.5238735709482178,High income,Southern Europe,special_case,original,False
Italy,ITA,2013,1.39,1.21999342274306,12.149,39.323,36459.2950248716,3.2,0.3084,0.5842,0.5279014036288942,High income,Southern Europe,special_case,original,False
Italy,ITA,2014,1.38,0.241047429826756,12.683,39.746,36665.68576775,3.1,0.3087,0.5854,0.5273317389818927,High income,Southern Europe,special_case,original,False
Italy,ITA,2015,1.36,0.0387903996579733,11.896,39.391,37384.3796455406,3.2,0.3075,0.5658000000000001,0.5434782608695651,High income,Southern Europe,special_case,original,False
Italy,ITA,2016,1.36,-0.09401665691575,11.688,40.069,40482.562999856,3.4,0.3215,0.5608000000000001,0.5732881597717546,High income,Southern Europe,special_case,original,False
Italy,ITA,2017,1.34,1.22653316645812,11.211,40.578,42142.3435406885,3.2,0.3289,0.5624,0.5848150782361309,High income,Southern Europe,special_case,original,False
Italy,ITA,2018,1.31,1.13748763600391,10.538,40.777,43386.7005868803,3.2,0.3286,0.5624,0.5842816500711238,High income,Southern Europe,special_case,original,False
Italy,ITA,2019,1.27,0.611246943765304,9.884,40.908,46661.9105159611,3.1,0.3268,0.562,0.5814946619217081,High income,Southern Europe,special_case,original,False
Italy,ITA,2020,1.24,-0.13770757391651,9.192,39.501,44435.6434393527,1.6,0.3268,0.562,0.5814946619217081,High income,Southern Europe,special_case,original,False
Italy,ITA,2021,1.25,1.87378325762481,9.497,39.884,49825.3934111848,3.1,0.323,0.5611,0.5756549634646231,High income,Southern Europe,special_case,original,False
Italy,ITA,2022,1.24,8.20128991161718,8.069,40.517,57260.8945372493,3.2,0.3232,0.5612,0.5759087669280113,High income,Southern Europe,special_case,original,False
Italy,ITA,2023,1.21,5.62219442195901,7.627,41.312,60029.871712398,3.5,0.3231,0.5611,0.5758331848155408,High income,Southern Europe,special_case,median,False
Italy,ITA,2024,1.18,0.982373023061417,6.5,41.03,62014.2675153689,3.5,0.3231,0.5612,0.5757305773342837,High income,Southern Europe,special_case,median,False
Japan,JPN,2000,1.36,-0.676578683595175,4.748,49.19,27287.9793301608,6.4,0.4022,0.5835,0.6892887746358183,High income,East Asia,special_case,original,False
Japan,JPN,2001,1.33,-0.740055504162738,5.02,49.051,27942.7419601305,6.4,0.4148,0.5845,0.7096663815226689,High income,East Asia,special_case,original,False
Japan,JPN,2002,1.32,-0.923494026942321,5.386,48.457,28623.5884479367,6.0,0.4248,0.5874,0.7231869254341164,High income,East Asia,special_case,original,False
Japan,JPN,2003,1.29,-0.256541816316025,5.251,48.157,29391.7042370729,5.9,0.4322,0.5895,0.7331636980491941,High income,East Asia,special_case,original,False
Japan,JPN,2004,1.29,-0.0085733882031027,4.734,48.163,30831.5079104998,5.7,0.442,0.5922000000000001,0.746369469773725,High income,East Asia,special_case,original,False
Japan,JPN,2005,1.26,-0.282946068764391,4.446,48.284,32169.867493646,5.7,0.444,0.5931000000000001,0.7486090035407181,High income,East Asia,special_case,original,False
Japan,JPN,2006,1.32,0.249355116079085,4.192,48.401,33631.8076359161,5.8,0.4462,0.5939,0.7513049334904867,High income,East Asia,special_case,original,False
Japan,JPN,2007,1.34,0.060039454498669,3.888,48.388,35015.3282881632,5.7,0.4479,0.5945,0.7534062237174096,High income,East Asia,special_case,original,False
Japan,JPN,2008,1.37,1.3800788616492,4.002,48.36,35273.791152156,5.8,0.4394,0.5915,0.7428571428571429,High income,East Asia,special_case,original,False
Japan,JPN,2009,1.37,-1.35283672951719,5.068,48.438,33543.4198739871,5.6,0.4281,0.5883,0.7276899541050483,High income,East Asia,special_case,original,False
Japan,JPN,2010,1.39,-0.728243207517779,5.102,48.34,35336.0080490032,5.5,0.4344,0.5904,0.7357723577235772,High income,East Asia,special_case,original,False
Japan,JPN,2011,1.39,-0.27245561610124,4.55,48.09,36214.4397740241,5.2,0.4331,0.5899,0.7341922359721986,High income,East Asia,special_case,original,False
Japan,JPN,2012,1.41,-0.0440645104432602,4.358,48.028,37605.9742614539,5.3,0.4338,0.5902000000000001,0.7350050830227042,High income,East Asia,special_case,original,False
Japan,JPN,2013,1.43,0.335037912184741,4.038,48.739,39402.0250988025,5.3,0.4352,0.5906,0.7368777514392143,High income,East Asia,special_case,original,False
Japan,JPN,2014,1.42,2.75922671353253,3.589,49.176,39555.4120089198,5.1,0.435,0.5905,0.7366638441998307,High income,East Asia,special_case,original,False
Japan,JPN,2015,1.45,0.795279630579839,3.385,49.41,40898.80697396,5.1,0.4358,0.5908,0.7376438727149628,High income,East Asia,special_case,original,False
Japan,JPN,2016,1.44,-0.127258844489754,3.132,50.208,40596.9686628995,5.0,0.4353,0.5906,0.7370470707754826,High income,East Asia,special_case,original,False
Japan,JPN,2017,1.43,0.484199796126385,2.822,51.031,41444.2157443912,4.9,0.435,0.5904,0.7367886178861788,High income,East Asia,special_case,original,False
Japan,JPN,2018,1.42,0.989094598021848,2.467,52.368,42141.9352987758,4.7,0.435,0.5905,0.7366638441998307,High income,East Asia,special_case,original,False
Japan,JPN,2019,1.36,0.46877615938395,2.351,53.24,42678.1511448354,4.8,0.435,0.5905,0.7366638441998307,High income,East Asia,special_case,original,False
Japan,JPN,2020,1.33,-0.024995834027731,2.809,53.09,42425.6946789651,4.3,0.435,0.5905,0.7366638441998307,High income,East Asia,special_case,original,False
Japan,JPN,2021,1.3,-0.233352779398264,2.808,53.46,44355.3487163354,4.1,0.435,0.5909,0.7361651717718735,High income,East Asia,special_case,original,False
Japan,JPN,2022,1.26,2.49770278172255,2.614,54.173,47192.0500603372,4.1,0.435,0.5904,0.7367886178861788,High income,East Asia,special_case,original,False
Japan,JPN,2023,1.2,3.26813365933163,2.6,54.847,50661.7663463109,5.322,0.435,0.5905,0.7366638441998307,High income,East Asia,special_case,mean,False
Japan,JPN,2024,1.15,2.73853681635241,2.5,55.596,52039.1716551611,5.322,0.435,0.5912000000000001,0.7357916102841677,High income,East Asia,special_case,mean,False
"Korea, Rep.",KOR,2000,1.48,2.25916580080157,4.063,49.35,19236.9088359303,7.0,0.2877,0.6406000000000001,0.4491102091788947,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2001,1.309,4.06657587897792,3.699,50.001,20442.2142872054,6.7,0.2925,0.6488,0.4508323057953143,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2002,1.178,2.76226210296599,3.046,50.369,22173.4881729168,6.3,0.3031,0.6377,0.4753018660812294,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2003,1.191,3.51487451459939,3.348,49.477,22919.7417096314,6.3,0.3135,0.6546000000000001,0.4789184234647112,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2004,1.164,3.59066298882578,3.42,50.637,24658.1761189212,6.4,0.3237,0.6365000000000001,0.5085624509033778,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2005,1.085,2.75379162735039,3.482,50.664,26179.3421262581,6.5,0.3336,0.6536000000000001,0.5104039167686658,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2006,1.132,2.24234028518921,3.254,50.833,27972.3847629351,6.8,0.3459,0.5897,0.5865694420891979,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2007,1.259,2.53457382137932,3.013,50.648,30255.391009159,7.0,0.3565,0.6116,0.5828973185088292,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2008,1.192,4.67389655533408,2.959,50.353,31211.0593469455,6.6,0.363,0.6306,0.5756422454804947,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2009,1.149,2.7564965449393,3.363,49.575,30739.9572294348,6.2,0.3605,0.6451,0.5588280886684235,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2010,1.226,2.93928652655686,3.324,49.767,33120.351934563,6.5,0.3837,0.6684,0.5740574506283662,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2011,1.244,4.0259650043609,2.992,49.994,33944.2511879769,6.6,0.3777,0.6273000000000001,0.6021042563366809,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2012,1.297,2.18707104433314,2.812,50.29,35061.5531929083,6.5,0.3734,0.6763,0.5521218394203756,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2013,1.187,1.30134754547413,3.067,50.805,35844.2253782408,6.4,0.357,0.6617000000000001,0.5395194196765906,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2014,1.205,1.27477446401322,3.082,51.839,37032.1724172561,6.0,0.3607,0.6629,0.5441243023080404,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2015,1.239,0.70633177245575,3.546,52.391,39794.1961180043,5.9,0.3694,0.6647000000000001,0.555739431322401,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2016,1.172,0.971685739912168,3.65,52.568,41672.6278317077,5.5,0.377,0.665,0.5669172932330827,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2017,1.052,1.94433230786366,3.653,53.073,43155.9100867658,5.2,0.385,0.6672,0.5770383693045563,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2018,0.977,1.47583935002645,3.824,53.224,45511.0803506331,5.0,0.3821,0.6685,0.5715781600598354,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2019,0.918,0.383000303608136,3.746,53.772,46511.2196957018,4.7,0.3677,0.6642,0.5535983137609154,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2020,0.837,0.537288023411737,3.931,53.137,47881.4921344193,4.2,0.3739,0.6636000000000001,0.5634418324291741,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2021,0.808,2.49833333333339,3.639,53.65,51718.2518656631,3.8,0.3831,0.6668000000000001,0.5745350929814037,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2022,0.778,5.08951365062842,2.857,55.03,55509.3368761174,3.7,0.3776,0.6647000000000001,0.5680758236798555,High income,East Asia,special_case,original,False
"Korea, Rep.",KOR,2023,0.721,3.5974562502901,2.675,56.038,57429.8031076402,6.3,0.3776,0.6632,0.5693606755126659,High income,East Asia,special_case,median,False
"Korea, Rep.",KOR,2024,0.748,2.32174328643542,2.784,56.826,61051.3492502498,6.3,0.3776,0.6639,0.5687603554752221,High income,East Asia,special_case,median,False
Lithuania,LTU,2000,1.39,0.981615478857598,15.931,54.916,8474.59300330083,4.8,0.3338,0.5672,0.5885049365303243,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2001,1.29,1.36712030817819,16.84,53.333,9399.33656166607,4.5,0.3356,0.5675,0.5913656387665198,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2002,1.23,0.281506610345575,13.008,52.171,10295.5066962899,4.7,0.3288,0.5665,0.580406001765225,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2003,1.26,-1.13430854990247,12.874,54.789,11659.8787391334,5.0,0.3413,0.5682,0.6006687785990847,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2004,1.27,1.16410252104671,10.684,51.337,12605.0201901971,5.7,0.3549,0.5727,0.6196961760083813,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2005,1.29,2.65848484065262,8.325,50.639,13951.3261880977,6.0,0.3607,0.5746,0.6277410372432998,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2006,1.33,3.73912004060664,5.78,50.075,15522.3579257294,6.5,0.3397,0.5678000000000001,0.5982740401549841,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2007,1.36,5.73717382799842,4.25,50.067,17968.6445835063,7.1,0.374,0.5769000000000001,0.6482925983706014,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2008,1.45,10.9258856241655,5.826,50.469,19410.0077598903,7.5,0.3777,0.5777,0.6537995499394149,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2009,1.5,4.45304456518535,13.785,52.019,17054.6365568486,6.5,0.3777,0.5782,0.6532341750259425,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2010,1.5,1.31921362055463,17.814,52.31,18718.9043711358,6.0,0.3497,0.5709000000000001,0.6125416009809073,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2011,1.55,4.13027562645085,15.39,52.699,21557.6567458052,6.3,0.3506,0.5708,0.6142256482130344,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2012,1.6,3.08998277055417,13.365,53.2,23275.2517553588,6.9,0.3773,0.5777,0.6531071490392938,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2013,1.59,1.04747937065344,11.77,52.927,24889.8726227818,6.9,0.3837,0.5786,0.6631524369166955,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2014,1.57,0.103758009433708,10.698,53.871,26274.7488764946,7.6,0.4171,0.5866,0.7110467098533925,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2015,1.63,-0.884097405500596,9.12,54.428,26948.5919371645,7.6,0.3766,0.5803,0.6489746682750301,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2016,1.63,0.905525075460342,7.862,55.606,28698.9887868061,7.4,0.375,0.5769000000000001,0.6500260010400415,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2017,1.57,3.72288862303707,7.073,55.821,31305.0436934372,7.5,0.388,0.5792,0.6698895027624309,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2018,1.53,2.69792779208394,6.147,56.494,36491.9385223689,7.0,0.3751,0.5545,0.6764652840396753,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2019,1.43,2.33450937988027,6.255,57.226,40563.8304884555,7.0,0.3735,0.5902000000000001,0.6328363266689258,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2020,1.36,1.19989444983569,8.487,57.363,41262.7276941725,5.5,0.3667,0.5902000000000001,0.6213148085394782,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2021,1.36,4.68354420903453,7.112,57.369,45873.5273239486,6.0,0.3591,0.5886,0.610091743119266,High income,Eastern Europe,transition,original,False
Lithuania,LTU,2022,1.27,19.7050461518394,5.955,58.035,50936.0049547442,5.7,0.3611,0.5901000000000001,0.611930181325199,High income,Eastern Europe,transition,original,True
Lithuania,LTU,2023,1.18,9.11731962390475,6.841,57.914,52348.2468215268,6.335,0.3563,0.5892000000000001,0.6047182620502376,High income,Eastern Europe,transition,mean,False
Lithuania,LTU,2024,1.11,0.715735835228723,6.851,57.86,55285.8991934304,6.335,0.3563,0.5892000000000001,0.6047182620502376,High income,Eastern Europe,transition,mean,False
Latvia,LVA,2000,1.25,2.65425477796048,14.211,48.977,7848.90854892793,3.9,0.3661,0.6525000000000001,0.5610727969348658,High income,Eastern Europe,transition,original,False
Latvia,LVA,2001,1.22,2.48704003555464,13.821,49.936,8807.75837072465,4.0,0.3612,0.6514,0.5544980042984342,High income,Eastern Europe,transition,original,False
Latvia,LVA,2002,1.26,1.93887573855886,13.829,51.07,9568.79465678335,4.2,0.375,0.6539,0.5734821838201559,High income,Eastern Europe,transition,original,False
Latvia,LVA,2003,1.32,2.94264752948478,12.061,50.516,10193.2381015054,4.4,0.3795,0.6547000000000001,0.5796548037268978,High income,Eastern Europe,transition,original,False
Latvia,LVA,2004,1.29,6.19238547197429,11.708,50.405,11319.1462699913,4.6,0.3866,0.6562,0.5891496494971046,High income,Eastern Europe,transition,original,False
Latvia,LVA,2005,1.39,6.74845027893124,10.033,50.386,12825.873779559,5.6,0.4015,0.6584,0.6098116646415553,High income,Eastern Europe,transition,original,False
Latvia,LVA,2006,1.46,6.53619908765872,7.03,51.945,14180.0017761877,6.6,0.3595,0.6507000000000001,0.5524819425234362,High income,Eastern Europe,transition,original,False
Latvia,LVA,2007,1.54,10.0929775849169,6.052,52.909,16245.5340994603,7.0,0.3864,0.6559,0.5891141942369263,High income,Eastern Europe,transition,original,False
Latvia,LVA,2008,1.58,15.4023191064986,7.739,54.841,17443.3912910988,5.9,0.3795,0.6546000000000001,0.5797433547204399,High income,Eastern Europe,transition,original,False
Latvia,LVA,2009,1.46,3.53410672858934,17.515,54.357,15545.0821339945,4.6,0.3818,0.6559,0.58210093001982,High income,Eastern Europe,transition,original,False
Latvia,LVA,2010,1.36,-1.08463595015155,19.482,53.73,16373.4037320495,4.4,0.3638,0.6526000000000001,0.5574624578608642,High income,Eastern Europe,transition,original,False
Latvia,LVA,2011,1.33,4.37073559939223,16.206,52.909,17680.4939630507,5.2,0.3739,0.6545000000000001,0.5712757830404889,High income,Eastern Europe,transition,original,False
Latvia,LVA,2012,1.44,2.25778924374585,15.047,54.088,19416.5167382125,5.5,0.3791,0.6552,0.5786019536019535,High income,Eastern Europe,transition,original,False
Latvia,LVA,2013,1.52,-0.029454778257828,11.867,53.773,20473.5243706913,5.7,0.38,0.6554,0.5797985962770827,High income,Eastern Europe,transition,original,False
Latvia,LVA,2014,1.65,0.620490636732421,10.846,53.301,21553.6623204436,6.3,0.3686,0.653,0.5644716692189893,High income,Eastern Europe,transition,original,False
Latvia,LVA,2015,1.7,0.174242243625186,9.873,54.029,22543.9183164105,6.9,0.3588,0.6426000000000001,0.5583566760037348,High income,Eastern Europe,transition,original,False
Latvia,LVA,2016,1.74,0.140633334505327,9.643,54.863,24063.4511245109,6.6,0.3417,0.6251,0.546632538793793,High income,Eastern Europe,transition,original,False
Latvia,LVA,2017,1.69,2.93036312374665,8.715,55.064,25763.9907709703,6.8,0.3627,0.6098,0.5947851754673664,High income,Eastern Europe,transition,original,False
Latvia,LVA,2018,1.6,2.53445424186598,7.412,55.639,29817.8047263182,6.8,0.357,0.6072000000000001,0.5879446640316205,High income,Eastern Europe,transition,original,False
Latvia,LVA,2019,1.61,2.81140920075624,6.312,55.474,32199.0960377091,6.7,0.3551,0.6063000000000001,0.5856836549562923,High income,Eastern Europe,transition,original,False
Latvia,LVA,2020,1.55,0.219064904841985,8.098,55.844,32741.4207691987,5.6,0.3551,0.6063000000000001,0.5856836549562923,High income,Eastern Europe,transition,original,False
Latvia,LVA,2021,1.57,3.27582937431165,7.513,54.167,36912.0130602161,6.0,0.3568,0.6073000000000001,0.5875185246171578,High income,Eastern Europe,transition,original,False
Latvia,LVA,2022,1.47,17.3102830198815,6.815,55.299,40558.7495841122,6.3,0.3566,0.6072000000000001,0.5872859025032937,High income,Eastern Europe,transition,original,False
Latvia,LVA,2023,1.36,8.9380462331663,6.465,55.436,42576.4060799457,5.635,0.354,0.6059,0.5842548275292953,High income,Eastern Europe,transition,mean,False
Latvia,LVA,2024,1.24,1.26579885828729,6.9,55.516,43394.2732822314,5.635,0.354,0.606,0.5841584158415841,High income,Eastern Europe,transition,mean,False
Mexico,MEX,2000,2.714,9.49156149435403,2.646,38.866,11704.6853532773,7.0,0.5445,0.6673,0.8159748239172786,Upper middle income,North America,transition,original,True
Mexico,MEX,2001,2.671,6.36773806235037,2.627,38.229,11738.8928661183,6.5,0.5445,0.6679,0.8152418026650695,Upper middle income,North America,transition,original,True
Mexico,MEX,2002,2.633,5.03072733151295,3.003,38.314,11761.8865901666,6.0,0.5445,0.6674,0.8158525621816002,Upper middle income,North America,transition,original,True
Mexico,MEX,2003,2.579,4.54690012118718,3.455,38.975,12065.9368553721,5.6,0.5702,0.7089000000000001,0.8043447594865284,Upper middle income,North America,transition,original,True
Mexico,MEX,2004,2.536,4.68840884843143,3.937,40.098,12658.1646665687,5.7,0.5959,0.7187,0.8291359398914707,Upper middle income,North America,transition,original,True
Mexico,MEX,2005,2.495,3.98805714597437,3.558,41.15,13260.2388186669,5.6,0.5914,0.7168,0.8250558035714286,Upper middle income,North America,transition,original,True
Mexico,MEX,2006,2.456,3.62946762439132,3.566,42.334,14540.4500497636,5.4,0.5869,0.7156,0.8201509223029625,Upper middle income,North America,transition,original,False
Mexico,MEX,2007,2.421,3.96684905458235,3.628,42.718,15031.5804109164,5.4,0.6184000000000001,0.7228,0.8555617044825679,Upper middle income,North America,transition,original,False
Mexico,MEX,2008,2.391,5.12498274575896,3.874,42.568,15680.5761896881,5.3,0.6499,0.7264,0.8946861233480176,Upper middle income,North America,transition,original,True
Mexico,MEX,2009,2.364,5.29735584228856,5.356,43.08,15190.8744519178,5.0,0.6354000000000001,0.7243,0.8772608035344471,Upper middle income,North America,transition,original,False
Mexico,MEX,2010,2.34,4.15672722680174,5.303,42.946,15909.1464963628,5.0,0.6208,0.7229,0.8587633144279984,Upper middle income,North America,transition,original,False
Mexico,MEX,2011,2.317,3.40737824605742,5.175,43.413,17266.8129106549,4.9,0.6293000000000001,0.7273000000000001,0.865255052935515,Upper middle income,North America,transition,original,False
Mexico,MEX,2012,2.294,4.11150981070289,4.892,44.48,18004.7935607542,5.0,0.6379,0.7281000000000001,0.8761159181431122,Upper middle income,North America,transition,original,False
Mexico,MEX,2013,2.269,3.80639069747204,4.921,44.48,18170.264789912,4.9,0.6349,0.7287,0.8712776176753122,Upper middle income,North America,transition,original,False
Mexico,MEX,2014,2.211,4.01861608078679,4.819,43.55,18820.7991098584,4.8,0.6319,0.7286,0.8672797145209992,Upper middle income,North America,transition,original,False
Mexico,MEX,2015,2.137,2.72064064964023,4.311,43.928,19071.4444196466,4.6,0.6298,0.7302000000000001,0.8625034237195288,Upper middle income,North America,transition,original,False
Mexico,MEX,2016,2.086,2.8217078474766,3.853,43.988,20104.5839787472,4.4,0.6277,0.7272000000000001,0.8631738173817382,Upper middle income,North America,transition,original,False
Mexico,MEX,2017,2.041,6.04145724018986,3.419,43.627,20488.7150800441,4.2,0.6414000000000001,0.7306,0.8779085683000275,Upper middle income,North America,transition,original,False
Mexico,MEX,2018,2.03,4.89935015356551,3.275,44.134,20921.4775277572,4.0,0.6551,0.734,0.8925068119891009,Upper middle income,North America,transition,original,True
Mexico,MEX,2019,2.02,3.63596142127046,3.477,45.573,20964.2774847072,4.0,0.6357,0.7298,0.8710605645382297,Upper middle income,North America,transition,original,False
Mexico,MEX,2020,1.99,3.39683415570006,4.44,41.704,19354.1248706244,2.7,0.6163000000000001,0.7260000000000001,0.8488980716253444,Upper middle income,North America,transition,original,False
Mexico,MEX,2021,1.97,5.68920847683753,4.019,44.615,20782.5877417545,3.6,0.6035,0.7246,0.8328733094120895,Upper middle income,North America,transition,original,False
Mexico,MEX,2022,1.94,7.8962761916855,3.256,46.004,23135.4931601276,3.9,0.5907,0.7213,0.8189380285595452,Upper middle income,North America,transition,original,False
Mexico,MEX,2023,1.91,5.52796087314389,2.765,47.317,25243.1644887582,4.935,0.5907,0.7185,0.8221294363256785,Upper middle income,North America,transition,mean,False
Mexico,MEX,2024,1.892,4.72225588452932,2.678,47.414,26185.3564713253,4.935,0.5907,0.7205,0.8198473282442748,Upper middle income,North America,transition,mean,False
