country,country_code,year,income_share_top10,wealth_share_top10,income_wealth_ratio
Lithuania,LTU,2005,0.3607,0.5746,0.6277410372432998
Lithuania,LTU,2006,0.3397,0.5678000000000001,0.5982740401549841
Lithuania,LTU,2007,0.374,0.5769000000000001,0.6482925983706014
Lithuania,LTU,2008,0.3777,0.5777,0.6537995499394149
Lithuania,LTU,2009,0.3777,0.5782,0.6532341750259425
Lithuania,LTU,2010,0.3497,0.5709000000000001,0.6125416009809073
Lithuania,LTU,2011,0.3506,0.5708,0.6142256482130344
Lithuania,LTU,2012,0.3773,0.5777,0.6531071490392938
Lithuania,LTU,2013,0.3837,0.5786,0.6631524369166955
Lithuania,LTU,2014,0.4171,0.5866,0.7110467098533925
Lithuania,LTU,2015,0.3766,0.5803,0.6489746682750301
Lithuania,LTU,2016,0.375,0.5769000000000001,0.6500260010400415
Lithuania,LTU,2017,0.388,0.5792,0.6698895027624309
Lithuania,LTU,2018,0.3751,0.5545,0.6764652840396753
Lithuania,LTU,2019,0.3735,0.5902000000000001,0.6328363266689258
Lithuania,LTU,2020,0.3667,0.5902000000000001,0.6213148085394782
Lithuania,LTU,2021,0.3591,0.5886,0.610091743119266
Lithuania,LTU,2022,0.3611,0.5901000000000001,0.611930181325199
Lithuania,LTU,2023,0.3563,0.5892000000000001,0.6047182620502376
Lithuania,LTU,2024,0.3563,0.5892000000000001,0.6047182620502376
Latvia,LVA,2000,0.3661,0.6525000000000001,0.5610727969348658
Latvia,LVA,2001,0.3612,0.6514,0.5544980042984342
Latvia,LVA,2002,0.375,0.6539,0.5734821838201559
Latvia,LVA,2003,0.3795,0.6547000000000001,0.5796548037268978
Latvia,LVA,2004,0.3866,0.6562,0.5891496494971046
Latvia,LVA,2005,0.4015,0.6584,0.6098116646415553
Latvia,LVA,2006,0.3595,0.6507000000000001,0.5524819425234362
Latvia,LVA,2007,0.3864,0.6559,0.5891141942369263
Latvia,LVA,2008,0.3795,0.6546000000000001,0.5797433547204399
Latvia,LVA,2009,0.3818,0.6559,0.58210093001982
Latvia,LVA,2010,0.3638,0.6526000000000001,0.5574624578608642
Latvia,LVA,2011,0.3739,0.6545000000000001,0.5712757830404889
Latvia,LVA,2012,0.3791,0.6552,0.5786019536019535
Latvia,LVA,2013,0.38,0.6554,0.5797985962770827
Latvia,LVA,2014,0.3686,0.653,0.5644716692189893
Latvia,LVA,2015,0.3588,0.6426000000000001,0.5583566760037348
Latvia,LVA,2016,0.3417,0.6251,0.546632538793793
Latvia,LVA,2017,0.3627,0.6098,0.5947851754673664
Latvia,LVA,2018,0.357,0.6072000000000001,0.5879446640316205
Latvia,LVA,2019,0.3551,0.6063000000000001,0.5856836549562923
Latvia,LVA,2020,0.3551,0.6063000000000001,0.5856836549562923
Latvia,LVA,2021,0.3568,0.6073000000000001,0.5875185246171578
Latvia,LVA,2022,0.3566,0.6072000000000001,0.5872859025032937
Latvia,LVA,2023,0.354,0.6059,0.5842548275292953
Latvia,LVA,2024,0.354,0.606,0.5841584158415841
Mexico,MEX,2000,0.5445,0.6673,0.8159748239172786
Mexico,MEX,2001,0.5445,0.6679,0.8152418026650695
Mexico,MEX,2002,0.5445,0.6674,0.8158525621816002
Mexico,MEX,2003,0.5702,0.7089000000000001,0.8043447594865284
Mexico,MEX,2004,0.5959,0.7187,0.8291359398914707
Mexico,MEX,2005,0.5914,0.7168,0.8250558035714286
Mexico,MEX,2006,0.5869,0.7156,0.8201509223029625
Mexico,MEX,2007,0.6184000000000001,0.7228,0.8555617044825679
Mexico,MEX,2008,0.6499,0.7264,0.8946861233480176
Mexico,MEX,2009,0.6354000000000001,0.7243,0.8772608035344471
Mexico,MEX,2010,0.6208,0.7229,0.8587633144279984
Mexico,MEX,2011,0.6293000000000001,0.7273000000000001,0.865255052935515
Mexico,MEX,2012,0.6379,0.7281000000000001,0.8761159181431122
Mexico,MEX,2013,0.6349,0.7287,0.8712776176753122
Mexico,MEX,2014,0.6319,0.7286,0.8672797145209992
Mexico,MEX,2015,0.6298,0.7302000000000001,0.8625034237195288
Mexico,MEX,2016,0.6277,0.7272000000000001,0.8631738173817382
Mexico,MEX,2017,0.6414000000000001,0.7306,0.8779085683000275
Mexico,MEX,2018,0.6551,0.734,0.8925068119891009
Mexico,MEX,2019,0.6357,0.7298,0.8710605645382297
Mexico,MEX,2020,0.6163000000000001,0.7260000000000001,0.8488980716253444
Mexico,MEX,2021,0.6035,0.7246,0.8328733094120895
Mexico,MEX,2022,0.5907,0.7213,0.8189380285595452
Mexico,MEX,2023,0.5907,0.7185,0.8221294363256785
Mexico,MEX,2024,0.5907,0.7205,0.8198473282442748
Netherlands,NLD,2000,0.2784,0.5511,0.5051714752313554
Netherlands,NLD,2001,0.2875,0.538,0.5343866171003717
Netherlands,NLD,2002,0.2871,0.522,0.55
Netherlands,NLD,2003,0.289,0.5171,0.5588860955327789
Netherlands,NLD,2004,0.294,0.5218,0.5634342660022996
Netherlands,NLD,2005,0.2972,0.5154,0.5766395032984091
Netherlands,NLD,2006,0.2963,0.5188,0.5711256746337702
Netherlands,NLD,2007,0.3102,0.5118,0.6060961313012895
Netherlands,NLD,2008,0.2855,0.5012,0.569632881085395
Netherlands,NLD,2009,0.2865,0.5085000000000001,0.5634218289085544
Netherlands,NLD,2010,0.2917,0.508,0.5742125984251969
Netherlands,NLD,2011,0.2894,0.4949,0.5847645989088704
Netherlands,NLD,2012,0.2925,0.5003000000000001,0.5846492104737157
Netherlands,NLD,2013,0.2843,0.5189,0.547889766814415
Netherlands,NLD,2014,0.2927,0.501,0.5842315369261477
Netherlands,NLD,2015,0.2925,0.4951,0.5907897394465764
Netherlands,NLD,2016,0.2922,0.4827,0.6053449347420758
Netherlands,NLD,2017,0.2988,0.5021,0.5951005775741884
Netherlands,NLD,2018,0.2957,0.4666,0.633733390484355
Netherlands,NLD,2019,0.2937,0.454,0.6469162995594714
Netherlands,NLD,2020,0.2937,0.4533,0.6479152878888155
Netherlands,NLD,2021,0.2965,0.4548,0.6519349164467898
Netherlands,NLD,2022,0.2998,0.4542,0.6600616468516073
Netherlands,NLD,2023,0.304,0.4548,0.6684256816182937
Netherlands,NLD,2024,0.304,0.4553,0.6676916318910608
Norway,NOR,2000,0.3265,0.512,0.6376953125
Norway,NOR,2001,0.3024,0.5086,0.5945733385764844
Norway,NOR,2002,0.3068,0.5091,0.6026320958554312
Norway,NOR,2003,0.3125,0.51,0.6127450980392157
Norway,NOR,2004,0.3297,0.513,0.6426900584795321
Norway,NOR,2005,0.3772,0.5278,0.7146646456991284
Norway,NOR,2006,0.3353,0.5144000000000001,0.6518273716951787
Norway,NOR,2007,0.3378,0.5146000000000001,0.6564321803342401
Norway,NOR,2008,0.3429,0.5156000000000001,0.6650504266873545
Norway,NOR,2009,0.3106,0.5096,0.6094976452119308
Norway,NOR,2010,0.3267,0.5121,0.6379613356766256
Norway,NOR,2011,0.3292,0.505,0.6518811881188119
Norway,NOR,2012,0.3313,0.4879,0.6790325886452141
Norway,NOR,2013,0.3255,0.4908,0.66320293398533
Norway,NOR,2014,0.3234,0.4844,0.6676300578034683
Norway,NOR,2015,0.3076,0.4906,0.6269873624133714
Norway,NOR,2016,0.3064,0.4918,0.6230174867832452
Norway,NOR,2017,0.3096,0.5007,0.6183343319352905
Norway,NOR,2018,0.3202,0.5114000000000001,0.6261243644896362
Norway,NOR,2019,0.3023,0.5303,0.5700546860267773
Norway,NOR,2020,0.3023,0.5252,0.5755902513328256
Norway,NOR,2021,0.3029,0.5286000000000001,0.5730230798335224
Norway,NOR,2022,0.3065,0.5299,0.5784110209473485
Norway,NOR,2023,0.3064,0.526,0.5825095057034221
Norway,NOR,2024,0.3064,0.527,0.581404174573055
New Zealand,NZL,2000,0.3717,0.5767,0.6445292179642795
New Zealand,NZL,2001,0.3824,0.5788,0.6606772633033864
New Zealand,NZL,2002,0.371,0.5766,0.6434269857787027
New Zealand,NZL,2003,0.3711,0.5770000000000001,0.6431542461005199
New Zealand,NZL,2004,0.4091,0.5834,0.7012341446691807
New Zealand,NZL,2005,0.3673,0.5760000000000001,0.6376736111111111
New Zealand,NZL,2006,0.3177,0.5652,0.5621019108280254
New Zealand,NZL,2007,0.3273,0.5683,0.5759282069329579
New Zealand,NZL,2008,0.3482,0.5751000000000001,0.6054599200139106
New Zealand,NZL,2009,0.3773,0.5804,0.6500689179875948
New Zealand,NZL,2010,0.4126,0.5867,0.7032554968467701
New Zealand,NZL,2011,0.3869,0.5834,0.6631813507027768
New Zealand,NZL,2012,0.345,0.5731,0.6019891816436921
New Zealand,NZL,2013,0.3379,0.5701,0.5927030345553411
New Zealand,NZL,2014,0.3347,0.5693,0.5879149833128403
New Zealand,NZL,2015,0.3316,0.5691,0.5826743981725531
New Zealand,NZL,2016,0.3284,0.5678000000000001,0.5783726664318422
New Zealand,NZL,2017,0.3316,0.5689000000000001,0.5828792406398312
New Zealand,NZL,2018,0.3187,0.5669000000000001,0.5621802787087669
New Zealand,NZL,2019,0.3397,0.5696,0.5963834269662921
New Zealand,NZL,2020,0.3619,0.5758,0.6285168461271275
New Zealand,NZL,2021,0.3815,0.5785,0.6594641313742438
New Zealand,NZL,2022,0.35,0.5699000000000001,0.6141428320758027
New Zealand,NZL,2023,0.35,0.5698,0.6142506142506142
New Zealand,NZL,2024,0.35,0.5706,0.6133894146512443
Poland,POL,2000,0.3326,0.6003000000000001,0.5540563051807429
Poland,POL,2001,0.3327,0.6005,0.554038301415487
Poland,POL,2002,0.343,0.6023000000000001,0.5694836460235763
Poland,POL,2003,0.3512,0.6052000000000001,0.5803040317250495
Poland,POL,2004,0.3639,0.6098,0.5967530337815677
Poland,POL,2005,0.3622,0.6099,0.5938678471880636
Poland,POL,2006,0.3705,0.6113000000000001,0.6060853917879927
Poland,POL,2007,0.3719,0.6112000000000001,0.6084751308900523
Poland,POL,2008,0.3782,0.6128,0.6171671018276762
Poland,POL,2009,0.3644,0.61,0.5973770491803279
Poland,POL,2010,0.3662,0.6103000000000001,0.6000327707684745
Poland,POL,2011,0.3698,0.6111,0.6051382752413681
Poland,POL,2012,0.3674,0.6107,0.6016047158997871
Poland,POL,2013,0.3659,0.6105,0.5993447993447993
Poland,POL,2014,0.3726,0.6118,0.6090225563909775
Poland,POL,2015,0.3778,0.6188,0.6105365223012282
Poland,POL,2016,0.3743,0.6161,0.6075312449277716
Poland,POL,2017,0.371,0.6152000000000001,0.6030559167750325
Poland,POL,2018,0.3745,0.616,0.6079545454545454
Poland,POL,2019,0.377,0.6166,0.6114174505351929
Poland,POL,2020,0.377,0.6166,0.6114174505351929
Poland,POL,2021,0.3774,0.6167,0.6119669207069888
Poland,POL,2022,0.377,0.6166,0.6114174505351929
Poland,POL,2023,0.3769,0.6166,0.6112552708400908
Poland,POL,2024,0.3769,0.6165,0.6113544201135441
Portugal,PRT,2000,0.3745,0.5871000000000001,0.6378811105433486
Portugal,PRT,2001,0.3938,0.5905,0.6668924640135477
Portugal,PRT,2002,0.3807,0.5874,0.6481103166496425
Portugal,PRT,2003,0.3752,0.5863,0.6399454204332252
Portugal,PRT,2004,0.3937,0.5897,0.6676276072579278
Portugal,PRT,2005,0.3879,0.5888,0.6587975543478262
Portugal,PRT,2006,0.3962,0.5898,0.6717531366564937
Portugal,PRT,2007,0.3954,0.5898,0.6703967446592065
Portugal,PRT,2008,0.3806,0.5888,0.6463994565217391
Portugal,PRT,2009,0.3747,0.5861000000000001,0.6393106978331342
Portugal,PRT,2010,0.3794,0.5870000000000001,0.6463373083475298
Portugal,PRT,2011,0.3827,0.5924,0.6460162052667117
Portugal,PRT,2012,0.3667,0.5937,0.6176520128010781
Portugal,PRT,2013,0.3725,0.596,0.625
Portugal,PRT,2014,0.3732,0.5933,0.6290241024776672
Portugal,PRT,2015,0.3717,0.5942000000000001,0.6255469538875799
Portugal,PRT,2016,0.373,0.5966,0.6252095206168287
Portugal,PRT,2017,0.3764,0.6087,0.6183670116642024
Portugal,PRT,2018,0.3674,0.6046,0.6076744955342375
Portugal,PRT,2019,0.3584,0.6016,0.5957446808510638
Portugal,PRT,2020,0.3584,0.6011000000000001,0.5962402262518715
Portugal,PRT,2021,0.3544,0.6005,0.5901748542880932
Portugal,PRT,2022,0.3544,0.5998,0.590863621207069
Portugal,PRT,2023,0.3545,0.5996,0.5912274849899932
Portugal,PRT,2024,0.3545,0.5998,0.5910303434478159
Slovakia,SVK,2000,0.2789,0.4181,0.6670652953838794
Slovakia,SVK,2001,0.2951,0.4189,0.7044640725710193
Slovakia,SVK,2002,0.2966,0.419,0.7078758949880668
Slovakia,SVK,2003,0.2898,0.4185,0.6924731182795699
Slovakia,SVK,2004,0.3116,0.4204,0.7411988582302569
Slovakia,SVK,2005,0.3079,0.4201,0.7329207331587718
Slovakia,SVK,2006,0.3116,0.4203,0.74137520818463
Slovakia,SVK,2007,0.3081,0.4199,0.7337461300309597
Slovakia,SVK,2008,0.2998,0.4191,0.7153424003817705
Slovakia,SVK,2009,0.2986,0.4191,0.7124791219279408
Slovakia,SVK,2010,0.3207,0.4211,0.7615768226074566
Slovakia,SVK,2011,0.3038,0.4259,0.7133129842686077
Slovakia,SVK,2012,0.2979,0.4424,0.6733725135623869
Slovakia,SVK,2013,0.3285,0.46,0.7141304347826087
Slovakia,SVK,2014,0.3017,0.4743,0.6360952983343876
Slovakia,SVK,2015,0.317,0.485,0.6536082474226804
Slovakia,SVK,2016,0.2947,0.4861,0.6062538572310225
Slovakia,SVK,2017,0.2747,0.4919,0.5584468387883716
Slovakia,SVK,2018,0.275,0.4922,0.5587159691182446
Slovakia,SVK,2019,0.2678,0.4943,0.5417762492413514
Slovakia,SVK,2020,0.2678,0.4936,0.5425445705024311
Slovakia,SVK,2021,0.2678,0.4944,0.5416666666666666
Slovakia,SVK,2022,0.2678,0.4937,0.5424346769293092
Slovakia,SVK,2023,0.2678,0.4937,0.5424346769293092
Slovakia,SVK,2024,0.2678,0.4940000000000001,0.5421052631578945
Slovenia,SVN,2000,0.29,0.4797,0.6045445069835313
Slovenia,SVN,2001,0.2867,0.4796,0.597789824854045
Slovenia,SVN,2002,0.2923,0.4798,0.6092121717382243
Slovenia,SVN,2003,0.3014,0.4804,0.6273938384679434
Slovenia,SVN,2004,0.3018,0.4805,0.6280957336108222
Slovenia,SVN,2005,0.3027,0.4806,0.6298377028714107
Slovenia,SVN,2006,0.3031,0.4806,0.6306699958385351
Slovenia,SVN,2007,0.3037,0.4806,0.6319184352892219
Slovenia,SVN,2008,0.3041,0.4806,0.6327507282563462
Slovenia,SVN,2009,0.2978,0.4802,0.620158267388588
Slovenia,SVN,2010,0.2985,0.4803,0.6214865708931917
Slovenia,SVN,2011,0.2926,0.503,0.5817097415506959
Slovenia,SVN,2012,0.2947,0.5289,0.5571941765929287
Slovenia,SVN,2013,0.293,0.5503,0.5324368526258404
Slovenia,SVN,2014,0.2996,0.5668000000000001,0.5285815102328862
Slovenia,SVN,2015,0.2902,0.5660000000000001,0.5127208480565371
Slovenia,SVN,2016,0.2939,0.5695,0.5160667251975417
Slovenia,SVN,2017,0.2947,0.5718,0.5153899965022736
Slovenia,SVN,2018,0.296,0.5719000000000001,0.5175730022731245
Slovenia,SVN,2019,0.2957,0.5718,0.5171388597411682
Slovenia,SVN,2020,0.2957,0.5718,0.5171388597411682
Slovenia,SVN,2021,0.2957,0.5719000000000001,0.5170484350410911
Slovenia,SVN,2022,0.2961,0.5719000000000001,0.5177478580171357
Slovenia,SVN,2023,0.2967,0.5720000000000001,0.5187062937062937
Slovenia,SVN,2024,0.2967,0.5720000000000001,0.5187062937062937
Sweden,SWE,2000,0.3108,0.6394000000000001,0.48608070065686576
Sweden,SWE,2001,0.2979,0.6336,0.47017045454545453
Sweden,SWE,2002,0.3016,0.6455000000000001,0.46723470178156457
Sweden,SWE,2003,0.3124,0.6459,0.4836662021984827
Sweden,SWE,2004,0.3184,0.6488,0.4907521578298397
Sweden,SWE,2005,0.3264,0.6396000000000001,0.5103189493433395
Sweden,SWE,2006,0.3378,0.639,0.5286384976525821
Sweden,SWE,2007,0.3302,0.6103000000000001,0.5410453875143372
Sweden,SWE,2008,0.3193,0.6047,0.5280304283115594
Sweden,SWE,2009,0.3049,0.6701,0.4550067154156096
Sweden,SWE,2010,0.3163,0.6609,0.4785898017854441
Sweden,SWE,2011,0.3113,0.6553,0.47504959560506643
Sweden,SWE,2012,0.2999,0.6788000000000001,0.4418090748379493
Sweden,SWE,2013,0.3006,0.6806,0.4416691154863356
Sweden,SWE,2014,0.3026,0.6856,0.44136522753792296
Sweden,SWE,2015,0.3109,0.685,0.4538686131386861
Sweden,SWE,2016,0.2933,0.6805,0.43100661278471714
Sweden,SWE,2017,0.3027,0.681,0.4444933920704846
Sweden,SWE,2018,0.2964,0.6824,0.43434935521688156
Sweden,SWE,2019,0.3049,0.6823,0.4468708779129415
Sweden,SWE,2020,0.3049,0.677,0.4503692762186115
Sweden,SWE,2021,0.3019,0.6846,0.44098743791995326
Sweden,SWE,2022,0.2971,0.6818000000000001,0.4357582868876503
Sweden,SWE,2023,0.2898,0.6802,0.42605116142311084
Sweden,SWE,2024,0.2898,0.6822,0.42480211081794195
Turkey,TUR,2000,0.557,0.6725,0.8282527881040893
Turkey,TUR,2001,0.5576,0.6734,0.828036828036828
Turkey,TUR,2002,0.5582,0.674,0.8281899109792284
Turkey,TUR,2003,0.552,0.6653,0.8297008868179769
Turkey,TUR,2004,0.5333,0.649,0.8217257318952234
Turkey,TUR,2005,0.5083,0.6315000000000001,0.8049089469517022
Turkey,TUR,2006,0.4985,0.6236,0.7993906350224502
Turkey,TUR,2007,0.4901,0.6126,0.8000326477309826
Turkey,TUR,2008,0.5019,0.6267,0.8008616562948779
Turkey,TUR,2009,0.519,0.6396000000000001,0.8114446529080674
Turkey,TUR,2010,0.5126000000000001,0.633,0.8097946287519748
Turkey,TUR,2011,0.515,0.6363,0.8093666509508094
Turkey,TUR,2012,0.5154,0.635,0.8116535433070865
Turkey,TUR,2013,0.5088,0.6298,0.8078755160368372
Turkey,TUR,2014,0.5173,0.639,0.809546165884194
Turkey,TUR,2015,0.5242,0.6436000000000001,0.8144810441267868
Turkey,TUR,2016,0.5272,0.6436000000000001,0.8191423244251087
Turkey,TUR,2017,0.552,0.6656000000000001,0.829326923076923
Turkey,TUR,2018,0.5594,0.6772,0.8260484347312463
Turkey,TUR,2019,0.5448000000000001,0.659,0.8267071320182094
Turkey,TUR,2020,0.5337000000000001,0.6483,0.8232299861175383
Turkey,TUR,2021,0.5201,0.639,0.8139280125195618
Turkey,TUR,2022,0.5454,0.6562,0.8311490399268515
Turkey,TUR,2023,0.5668000000000001,0.6923,0.8187202080023113
Turkey,TUR,2024,0.5443,0.6558,0.8299786520280573
United States,USA,2000,0.4273,0.6865,0.6224326292789513
United States,USA,2001,0.4194,0.6819000000000001,0.6150461944566651
United States,USA,2002,0.4149,0.6815,0.6088041085840059
United States,USA,2003,0.4164,0.6817000000000001,0.6108258764852573
United States,USA,2004,0.4242,0.6867000000000001,0.617737003058104
United States,USA,2005,0.4359,0.6863,0.635144980329302
United States,USA,2006,0.4429,0.6877,0.6440308273956667
United States,USA,2007,0.4404,0.6967,0.6321228649346922
United States,USA,2008,0.4356,0.7118,0.6119696543973026
United States,USA,2009,0.4245,0.7168,0.5922154017857143
United States,USA,2010,0.4381,0.7298,0.6003014524527267
United States,USA,2011,0.4426,0.7353000000000001,0.6019311845505235
United States,USA,2012,0.4559,0.7433000000000001,0.613345889950222
United States,USA,2013,0.449,0.7391000000000001,0.6074956027601136
United States,USA,2014,0.4558,0.7363000000000001,0.6190411517044682
United States,USA,2015,0.455,0.7321000000000001,0.6214997951099576
United States,USA,2016,0.4536,0.7278,0.6232481450948063
United States,USA,2017,0.4546,0.7184,0.6327951002227171
United States,USA,2018,0.4581,0.7165,0.639357990230286
United States,USA,2019,0.4567,0.7141000000000001,0.6395462820333286
United States,USA,2020,0.4461,0.7103,0.6280444882444037
United States,USA,2021,0.4607,0.7085,0.6502470007057163
United States,USA,2022,0.4686,0.6962,0.6730824475725367
United States,USA,2023,0.4676,0.6954,0.6724187517975266
United States,USA,2024,0.4676,0.6954,0.6724187517975266
